"id","created_by","created_date","is_active","last_updated_by","updated_date","application_number","application_status","approval_remarks","approved_date","payment_verification_status","process","remarks","submission_date","annual_report_master_detail_id","company_id","office_id","annualreportmasterdetail_id","amount_selection_remarks","discount","fine_amount","last_completed_annual_report_fiscal_year","revenue_amount","payment_status"
1936,592483,"2025-07-11 03:05:41.58",True,609088,"2025-12-02 11:22:11.682","81/82-140-100905472","APPROVED",NULL,"2025-11-30 15:23:46.87","PAYMENT_VERIFIED",NULL,"","2025-07-11 12:59:41.413",NULL,311656,17,NULL,"कुल जरिवाना रकम: रु १०००००.०० चूक्ता पुँजीको ०.५ रु.( १३४२०००.०० ) % : रु ५००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु ५००.०० भुक्तानी गर्नुपर्नेछ।","1341500","1342000","{
  ""companyId"" : 311656,
  ""registrationDate"" : {
    ""englishDate"" : ""2009-11-25 00:00:00.0"",
    ""nepaliDate"" : ""2009-11-25 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""65/66"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
1388,63575,"2025-06-15 16:42:51.689",True,551317,"2025-06-27 13:12:47.609","81/82-140-100825297","APPROVED",NULL,NULL,"PAYMENT_VERIFIED",NULL,"","2025-06-15 17:07:34.051",NULL,19192,17,NULL,"कुल जरिवाना रकम: रुपैयाँ १५०००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( ५९८०००.०० ) % : रुपैयाँ ७५००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ ७५००.०० भुक्तानी गर्नुपर्नेछ।","590500","598000","{
  ""companyId"" : 135618,
  ""registrationDate"" : {
    ""englishDate"" : ""2014-01-07 00:00:00.0"",
    ""nepaliDate"" : ""2070-09-23""
  },
  ""applicationNumber"" : 278090,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""70-71"",
  ""lastCompleted"" : null,
  ""entryType"" : ""CRO"",
  ""oldLetterResponseDto"" : {
    ""id"" : 68393,
    ""subject"" : ""शेयरलगत अभिलेख गरिएको बारे ।"",
    ""content"" : ""त्यस कम्पनीले हालसम्म कम्पनीमा कायम रहन आएका शेयरधनीहरुको लगत अभिलेख गरिपाउँ भनी मिति २०७१।५।२६ मा दिएको निवेदनको सन्दर्भमा लेखिदैछ ।\r\n\r\n \tत्यस कम्पनीले हालसम्म यस कार्यालयलाई उपलब्ध गराएको कम्पनी ऐन, २०६३ बमोजिमको शेयरलगत अभिलेख गरी सो को १ प्रति यसैसाथ संलग्न राखी पठाएको व्यहोरा मिति  २०७२/३/१६ को निर्णयानुसार जानकारी गराईन्छ ।\r\n"",
    ""fiscalYear"" : ""71/72"",
    ""letterIssuedDate"" : ""२०७२-०३-२०""
  }
}","0","NOT_APPLICABLE"
1117,458197,"2025-06-01 10:14:04.8",True,48281,"2025-06-09 16:26:26.476","81/82-140-100796877","APPROVED",NULL,NULL,"PAYMENT_VERIFIED",NULL,"","2025-06-03 07:38:30.663",NULL,278928,17,NULL,"कुल जरिवाना रकम: रुपैयाँ २००००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( ५९०००.०० ) % : रुपैयाँ १००००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ १००००.०० भुक्तानी गर्नुपर्नेछ।","49000","59000","{
  ""companyId"" : 62399,
  ""registrationDate"" : {
    ""englishDate"" : ""2008-06-08 00:00:00.0"",
    ""nepaliDate"" : ""2065-02-26""
  },
  ""applicationNumber"" : 1394287,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""77-78"",
  ""lastCompleted"" : null,
  ""entryType"" : ""CRO"",
  ""oldLetterResponseDto"" : {
    ""id"" : 420827,
    ""subject"" : ""अद्यावधिक अभिलेख सम्बन्धमा ।"",
    ""content"" : ""त्यस कम्पनीले कम्पनी ऐन, २०६३ बमोजिम वार्षिक साधारण सभा गरि पेश गर्नुपर्ने आ.व. २०७७/०७८ सम्मका वार्षिक विवरण तथा अन्य कागजातहरु पेश गरेको हुनाले सो आ.व. सम्म कम्पनी अद्यावधिक रहेको व्यहोरा मिति २०७८/०९/२० को निर्णयानुसार जानकारी गराइन्छ । "",
    ""fiscalYear"" : ""78/79"",
    ""letterIssuedDate"" : ""२०७८-०९-२२""
  }
}","0","NOT_APPLICABLE"
648,554198,"2025-05-07 22:22:16.41",True,551317,"2025-05-22 14:56:52.604","81/82-140-100756933","APPROVED",NULL,NULL,"PAYMENT_VERIFIED",NULL,"","2025-05-21 10:19:57.18",NULL,297762,17,NULL,"कुल जरिवाना रकम: रुपैयाँ १८७४०००.०० 
 चूक्ता पुँजीको ०.५% : रुपैयाँ ५००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ ५००.०० भुक्तानी गर्नुपर्नेछ।","1873500","1874000","{
  ""companyId"" : 297762,
  ""registrationDate"" : {
    ""englishDate"" : ""2007-07-15 00:00:00.0"",
    ""nepaliDate"" : ""2007-07-15 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""62/63"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","PENDING"
1704,237393,"2025-07-01 13:29:43.202",True,609088,"2025-12-29 12:25:46.047","81/82-140-100864897","APPROVED",NULL,"2025-12-29 12:18:17.776","PAYMENT_VERIFIED",NULL,"","2025-12-28 13:40:58.949",NULL,181766,17,NULL,"कुल जरिवाना रकम: रु १००००००.०० चूक्ता पुँजीको ०.५ रु.( ८५१०००.०० ) % : रु ५०००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु ५०००.०० भुक्तानी गर्नुपर्नेछ।","846000","851000","{
  ""companyId"" : 181766,
  ""registrationDate"" : {
    ""englishDate"" : ""2012-08-16 00:00:00.0"",
    ""nepaliDate"" : ""2012-08-16 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""68/69"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
3619,127114,"2025-11-13 11:59:55.31",True,43,"2025-12-02 12:05:29.063","82/83-140-101143771","APPROVED",NULL,"2025-12-01 12:56:18.971","PAYMENT_VERIFIED",NULL,"","2025-11-13 12:08:35.47",NULL,48920,17,NULL,"कुल जरिवाना रकम: रु २५०००००.०० चूक्ता पुँजीको ०.५ रु.( ०.०० ) % : रु १२५००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु ०.०० भुक्तानी गर्नुपर्नेछ।","0","0","{
  ""companyId"" : 48920,
  ""registrationDate"" : {
    ""englishDate"" : ""2016-02-14 00:00:00.0"",
    ""nepaliDate"" : ""2016-02-14 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : 67027,
  ""lastCompletedFiscalYear"" : ""80/81"",
  ""lastCompleted"" : null,
  ""entryType"" : ""CAMIS"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
947,360974,"2025-05-22 10:55:41.656",True,53052,"2025-05-30 15:43:09.492","81/82-140-100781681","APPROVED",NULL,NULL,"PAYMENT_VERIFIED",NULL,"","2025-05-22 23:58:10.608",NULL,285544,17,NULL,"कुल जरिवाना रकम: रुपैयाँ ५००००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( २०४०००.०० ) % : रुपैयाँ २५०००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ २५०००.०० भुक्तानी गर्नुपर्नेछ।","179000","204000","{
  ""companyId"" : 285544,
  ""registrationDate"" : {
    ""englishDate"" : ""2020-12-15 00:00:00.0"",
    ""nepaliDate"" : ""2020-12-15 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""76/77"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
3871,498098,"2025-12-19 23:17:45.391",True,606699,"2026-01-02 13:58:18.867","82/83-140-101223153","APPROVED",NULL,"2025-12-22 15:25:24.098","PAYMENT_VERIFIED",NULL,"","2025-12-19 23:54:16.858",NULL,258644,17,NULL,"कुल जरिवाना रकम: रु ८००००००.०० चूक्ता पुँजीको ०.५ रु.( ११६९०००.०० ) % : रु ४००००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु ४००००.०० भुक्तानी गर्नुपर्नेछ।","1129000","1169000","{
  ""companyId"" : 258644,
  ""registrationDate"" : {
    ""englishDate"" : ""2015-03-22 00:00:00.0"",
    ""nepaliDate"" : ""2015-03-22 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""70/71"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
4102,110859,"2026-01-07 15:01:19.224",True,30,"2026-01-09 13:11:21.412","82/83-140-101305032","APPROVED",NULL,"2026-01-09 13:11:21.37",NULL,NULL,"","2026-01-07 15:12:43.515",NULL,34021,17,NULL,"कुल जरिवाना रकम: रु ४०००००.०० चूक्ता पुँजीको ०.५ रु.( २३२४००.०० ) % : रु २०००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु २०००.०० भुक्तानी गर्नुपर्नेछ।","230400","232400","{
  ""companyId"" : 34021,
  ""registrationDate"" : {
    ""englishDate"" : ""2016-12-08 00:00:00.0"",
    ""nepaliDate"" : ""2016-12-08 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : 134518,
  ""lastCompletedFiscalYear"" : ""74/75"",
  ""lastCompleted"" : null,
  ""entryType"" : ""CAMIS"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
1165,554276,"2025-06-03 13:05:07.09",True,551317,"2025-06-06 12:28:33.696","81/82-140-100800984","APPROVED",NULL,NULL,"PAYMENT_VERIFIED",NULL,"","2025-06-04 16:37:47.688",NULL,297794,17,NULL,"कुल जरिवाना रकम: रुपैयाँ १०००००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( ११५५०००.०० ) % : रुपैयाँ ५००००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ ५००००.०० भुक्तानी गर्नुपर्नेछ।","1105000","1155000","{
  ""companyId"" : 297794,
  ""registrationDate"" : {
    ""englishDate"" : ""2015-03-03 00:00:00.0"",
    ""nepaliDate"" : ""2015-03-03 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""70/71"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
3872,255156,"2025-12-20 01:06:59.583",True,606699,"2026-01-05 11:00:36.015","82/83-140-101223186","APPROVED",NULL,"2025-12-24 14:27:36.479","PAYMENT_VERIFIED",NULL,"","2025-12-20 01:46:01.155",NULL,131038,17,NULL,"कुल जरिवाना रकम: रु १००००००.०० चूक्ता पुँजीको ०.५ रु.( २४४०००.०० ) % : रु ५०००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु ५०००.०० भुक्तानी गर्नुपर्नेछ।","239000","244000","{
  ""companyId"" : 131038,
  ""registrationDate"" : {
    ""englishDate"" : ""2019-06-19 00:00:00.0"",
    ""nepaliDate"" : ""2019-06-19 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""74/75"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
3627,477317,"2025-11-14 16:24:54.484",True,606699,"2025-12-10 10:48:10.638","82/83-140-101146850","APPROVED",NULL,"2025-12-09 14:28:07.755","PAYMENT_VERIFIED",NULL,"","2025-12-09 13:50:52.391",NULL,203632,17,NULL,"कुल जरिवाना रकम: रु २००००००.०० चूक्ता पुँजीको ०.५ रु.( १००९०००.०० ) % : रु १००००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु १००००.०० भुक्तानी गर्नुपर्नेछ।","999000","1009000","{
  ""companyId"" : 203632,
  ""registrationDate"" : {
    ""englishDate"" : ""2011-12-27 00:00:00.0"",
    ""nepaliDate"" : ""2011-12-27 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""67/68"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
1703,131240,"2025-07-01 13:04:05.527",True,608902,"2025-11-19 10:13:25.175","81/82-140-100864705","APPROVED",NULL,"2025-11-11 15:56:59.462","PAYMENT_VERIFIED",NULL,"","2025-07-01 13:25:29.269",NULL,52261,17,NULL,"कुल जरिवाना रकम: रुपैयाँ ५०००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( ३०१२००.०० ) % : रुपैयाँ २५००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ २५००.०० भुक्तानी गर्नुपर्नेछ।","298700","301200","{
  ""companyId"" : 52261,
  ""registrationDate"" : {
    ""englishDate"" : ""2018-02-15 00:00:00.0"",
    ""nepaliDate"" : ""2018-02-15 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""73/74"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
831,212359,"2025-05-15 18:01:55.171",True,48281,"2025-06-04 10:30:36.783","81/82-140-100769835","APPROVED",NULL,NULL,"PAYMENT_VERIFIED",NULL,"","2025-05-18 09:35:42.417",NULL,198180,17,NULL,"कुल जरिवाना रकम: रुपैयाँ ९००००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( १०७०००.०० ) % : रुपैयाँ ४५०००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ ४५०००.०० भुक्तानी गर्नुपर्नेछ।","62000","107000","{
  ""companyId"" : 198180,
  ""registrationDate"" : {
    ""englishDate"" : ""2021-02-01 00:00:00.0"",
    ""nepaliDate"" : ""2021-02-01 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""76/77"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","PENDING"
3891,195006,"2025-12-22 16:33:11.101",True,609064,"2025-12-24 11:05:09.232","82/83-140-101230923","APPROVED",NULL,"2025-12-23 15:47:36.901","PAYMENT_VERIFIED",NULL,"","2025-12-23 12:45:53.223",NULL,125042,17,NULL,"कुल जरिवाना रकम: रु ९००००००.०० चूक्ता पुँजीको ०.५ रु.( २५२५०००.०० ) % : रु ४५०००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु ४५०००.०० भुक्तानी गर्नुपर्नेछ।","2480000","2525000","{
  ""companyId"" : 125042,
  ""registrationDate"" : {
    ""englishDate"" : ""2009-09-13 00:00:00.0"",
    ""nepaliDate"" : ""2009-09-13 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""65/66"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
1018,144159,"2025-05-25 22:01:29.375",True,551317,"2025-06-03 11:54:47.855","81/82-140-100788135","APPROVED",NULL,NULL,"PAYMENT_VERIFIED",NULL,"","2025-05-28 13:20:04.466",NULL,85342,17,NULL,"कुल जरिवाना रकम: रुपैयाँ ५०००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( २२१५०००.०० ) % : रुपैयाँ २५००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ २५००.०० भुक्तानी गर्नुपर्नेछ।","2212500","2215000","{
  ""companyId"" : 85342,
  ""registrationDate"" : {
    ""englishDate"" : ""2009-01-05 00:00:00.0"",
    ""nepaliDate"" : ""2009-01-05 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""64/65"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
1014,491730,"2025-05-25 19:23:40.193",True,530370,"2025-06-22 12:52:22.661","81/82-140-100787996","APPROVED","2025-06-22 10:58:41.429000 +00:00",NULL,"PAYMENT_VERIFIED",NULL,"","2025-05-26 13:21:28.592",NULL,279909,17,NULL,"कुल जरिवाना रकम: रुपैयाँ ५०००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( ७२०५००.०० ) % : रुपैयाँ २५००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ २५००.०० भुक्तानी गर्नुपर्नेछ।","718000","720500","{
  ""companyId"" : 279909,
  ""registrationDate"" : {
    ""englishDate"" : ""2013-12-23 00:00:00.0"",
    ""nepaliDate"" : ""2013-12-23 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""69/70"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
1181,217069,"2025-06-04 11:29:15.133",True,53052,"2025-06-04 17:07:02.486","81/82-140-100802845","APPROVED",NULL,NULL,"PAYMENT_VERIFIED",NULL,"","2025-06-04 11:42:06.116",NULL,200774,17,NULL,"कुल जरिवाना रकम: रुपैयाँ ५०००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( ३०८०००.०० ) % : रुपैयाँ २५००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ २५००.०० भुक्तानी गर्नुपर्नेछ।","305500","308000","{
  ""companyId"" : 125849,
  ""registrationDate"" : {
    ""englishDate"" : ""2013-02-17 00:00:00.0"",
    ""nepaliDate"" : ""2069-11-06""
  },
  ""applicationNumber"" : 729930,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""73-74"",
  ""lastCompleted"" : null,
  ""entryType"" : ""CRO"",
  ""oldLetterResponseDto"" : {
    ""id"" : 204554,
    ""subject"" : ""उद्देश्य थप सहितको प्रवन्ध पत्र संशोधन अभिलेख र कम्पनी अध्यावधिक गरिएको बारे ।"",
    ""content"" : ""त्यस कम्पनीले मिति २०७५/०३/३१ मा पेश गरेको निवेदन उपर कारवाही हुँदा उक्त कम्पनीले कम्पनी ऐन, २०६३ बमोजिम पेश गर्नु पर्ने आ.व. ०७३/०७४ सम्मको बिवरणहरु पेश गरेको हुनाले उक्त आ.व. सम्मका बिवरणहरु अध्यावधिक रहेको तथा कम्पनीको मिति २०७४/०३/२७ मा सम्पन्न बार्षिक/विशेष साधारण सभाको निर्णय बमोजिम कम्पनीको उद्देश्य थप गर्ने गरी प्रबन्धपत्रको दफा ५ को उपदफा (च) पछि (छ) र (ज) थप भएकोलाई सम्वन्धित निकायको स्वीकृत लिनु पर्ने भए लिई कार्यान्वयन गर्ने शर्तमा सोको समेत अभिलेख गरी सो प्रवन्ध पत्र संशोधन र शेयरलगतको १/१ प्रति यसैसाथ संलग्न राखी पठाएको व्यहोरा मिति २०७५/०३/३२ को निर्णयानुसार जानकारी गराईन्छ ।"",
    ""fiscalYear"" : ""75/76"",
    ""letterIssuedDate"" : ""२०७५-०४-०२""
  }
}","0","NOT_APPLICABLE"
1147,59943,"2025-06-02 13:56:34.871",True,551317,"2025-06-05 11:32:43.147","81/82-140-100798850","APPROVED",NULL,NULL,"PAYMENT_VERIFIED",NULL,"","2025-06-04 14:38:56.847",NULL,131684,17,NULL,"कुल जरिवाना रकम: रुपैयाँ २०००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( ७१९०००.०० ) % : रुपैयाँ १०००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ १०००.०० भुक्तानी गर्नुपर्नेछ।","718000","719000","{
  ""companyId"" : 129910,
  ""registrationDate"" : {
    ""englishDate"" : ""2013-06-13 00:00:00.0"",
    ""nepaliDate"" : ""2070-02-30""
  },
  ""applicationNumber"" : 256385,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""69-70"",
  ""lastCompleted"" : null,
  ""entryType"" : ""CRO"",
  ""oldLetterResponseDto"" : {
    ""id"" : 44296,
    ""subject"" : ""शेयरलगत अभिलेख ।"",
    ""content"" : ""त्यस कम्पनीले हालसम्म कम्पनीमा कायम रहन आएका शेयर लगत अभिलेख गरिपाऊँ भनी मिति २०७०/१०/५ मा दिएको निवेदनको सन्दर्भमा लेखिदैछ।   \r\n\r\nत्यस कम्पनीले हालसम्म यस कार्यालयलाई उपलव्ध गराएको कम्पनी ऐन, २०६३ वमोजिमको शेयर लगत अभिलेख गरी सो को १ प्रति यसैसाथ संलग्न राखी पठाएको व्यहोरा मिति २०७१/४/६ को निर्णयानुसार जानकारी गराईन्छ।  \r\n"",
    ""fiscalYear"" : ""71/72"",
    ""letterIssuedDate"" : ""२०७१-०४-०८""
  }
}","0","NOT_APPLICABLE"
3539,214660,"2025-10-30 15:14:45.918",True,609064,"2025-12-01 11:38:49.511","82/83-140-101119981","APPROVED",NULL,"2025-11-26 15:49:48.055","PAYMENT_VERIFIED",NULL,"","2025-10-30 16:03:23.631",NULL,161068,17,NULL,"कुल जरिवाना रकम: रु २००००००.०० चूक्ता पुँजीको ०.५ रु.( २९६००.०० ) % : रु १००००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु १००००.०० भुक्तानी गर्नुपर्नेछ।","19600","29600","{
  ""companyId"" : 193177,
  ""registrationDate"" : {
    ""englishDate"" : ""2017-04-02 00:00:00.0"",
    ""nepaliDate"" : ""2073-12-20""
  },
  ""applicationNumber"" : 1656664,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""78-79"",
  ""lastCompleted"" : null,
  ""entryType"" : ""CRO"",
  ""oldLetterResponseDto"" : {
    ""id"" : 538326,
    ""subject"" : ""कम्पनी अध्यावधिक अभिलेख सम्बन्धमा ।"",
    ""content"" : ""कम्पनीले कम्पनी ऐन, २०६३ बमोजिम पेश गर्नुपर्ने आ.व. २०७८/०७९ सम्मका विरणहरु पेश गरेको हुनाले सो आ.व. सम्म कम्पनी अद्यावधिक अभिलेख गराएको व्यहोरा मिति २०७९/११/०३ को निर्णयानुसार जानकारी  गराइन्छ ।\r\n\r\n\r\n\r\n"",
    ""fiscalYear"" : ""79/80"",
    ""letterIssuedDate"" : ""२०७९-११-०४""
  }
}","0","NOT_APPLICABLE"
3392,178475,"2025-09-15 14:04:32.483",True,609064,"2026-01-09 14:03:22.32","82/83-140-101074607","APPROVED",NULL,"2026-01-07 15:34:49.288","PAYMENT_VERIFIED",NULL,"","2026-01-04 22:23:06.862",NULL,153920,17,NULL,"कुल जरिवाना रकम: रु १८०००००.०० चूक्ता पुँजीको ०.५ रु.( ८२००.०० ) % : रु ९०००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु ८२००.०० भुक्तानी गर्नुपर्नेछ।","0","8200","{
  ""companyId"" : 187741,
  ""registrationDate"" : {
    ""englishDate"" : ""2017-01-12 00:00:00.0"",
    ""nepaliDate"" : ""2073-09-28""
  },
  ""applicationNumber"" : 1840387,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""79-80"",
  ""lastCompleted"" : null,
  ""entryType"" : ""CRO"",
  ""oldLetterResponseDto"" : {
    ""id"" : 588466,
    ""subject"" : ""कम्पनी अद्यावधिक सम्बन्धमा।"",
    ""content"" : ""              त्यस कम्पनीले मिति २०८०/०५/२८ मा पेश गरेको निवेदन उपर कारवाही हुँदा उक्त कम्पनीले कम्पनी ऐन, २०६३ बमोजिम पेश गर्नु पर्ने आ.व. ०७९/०८० सम्मको बिवरणहरु पेश गरेको हुनाले उक्त आ.व.सम्मका बिवरणहरु अध्यावधिक रहेको व्यहोरा मिति २०८०।०५।२९ को निर्णयानुसार जानकारी गराइन्छ।"",
    ""fiscalYear"" : ""80/81"",
    ""letterIssuedDate"" : ""२०८०-०५-२९""
  }
}","0","NOT_APPLICABLE"
644,134458,"2025-05-07 17:51:35.607",True,606699,"2025-12-14 15:06:19.437","81/82-140-100756698","APPROVED",NULL,"2025-12-05 14:43:23.325","PAYMENT_VERIFIED",NULL,"","2025-06-12 14:47:12.687",NULL,53388,17,NULL,"कुल जरिवाना रकम: रुपैयाँ २५०००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( ३०१०००.०० ) % : रुपैयाँ १२५००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ १२५००.०० भुक्तानी गर्नुपर्नेछ।","288500","301000","{
  ""companyId"" : 53388,
  ""registrationDate"" : {
    ""englishDate"" : ""2018-01-29 00:00:00.0"",
    ""nepaliDate"" : ""2018-01-29 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""73/74"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","PENDING"
3626,71033,"2025-11-14 15:12:40.443",True,609067,"2025-12-01 15:28:53.936","82/83-140-101146652","APPROVED",NULL,"2025-12-01 14:48:41.405","PAYMENT_VERIFIED",NULL,"","2025-11-14 16:45:16.293",NULL,67978,17,NULL,"कुल जरिवाना रकम: रु ५००००००.०० चूक्ता पुँजीको ०.५ रु.( २५२२०००.०० ) % : रु २५०००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु २५०००.०० भुक्तानी गर्नुपर्नेछ।","2497000","2522000","{
  ""companyId"" : 67978,
  ""registrationDate"" : {
    ""englishDate"" : ""2009-07-19 00:00:00.0"",
    ""nepaliDate"" : ""2009-07-19 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""65/66"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
